Book,Page,Chapter Name,POV,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Regnal No
A Dance with Dragons,991,Appendix,N/A,Jyana Reed,F,D,,Jyana,Reed,,,
A Dance with Dragons,991,Appendix,N/A,Lady Bethany Bolton (Ryswell),F,D,Lady,Bethany,Bolton,Ryswell,,
A Dance with Dragons,992,Appendix,N/A,"Brandon Norrey, The Younger",M,A,,Brandon,Norrey,,The Younger,
A Dance with Dragons,992,Appendix,N/A,"Lord Torren Liddle, The Liddle",M,A,Lord,Torren,Liddle,,The Liddle,
A Dance with Dragons,992,Appendix,N/A,"Rickard Liddle, Little Liddle",M,A,,Rickard,Liddle,,Little Liddle,
A Dance with Dragons,993,Appendix,N/A,Alyn Blackwood,M,A,,Alyn,Blackwood,,,
A Dance with Dragons,993,Appendix,N/A,Edmund Blackwood,M,A,,Edmund,Blackwood,,,
A Dance with Dragons,993,Appendix,N/A,Barbara Bracken,F,A,,Barbara,Bracken,,,
A Dance with Dragons,993,Appendix,N/A,Jayne Bracken,F,A,,Jayne,Bracken,,,
A Dance with Dragons,993,Appendix,N/A,Catelyn Bracken,F,A,,Catelyn,Bracken,,,
A Dance with Dragons,993,Appendix,N/A,Bess Bracken,F,A,,Bess,Bracken,,,
A Dance with Dragons,993,Appendix,N/A,Alysanne Bracken,F,A,,Alysanne,Bracken,,,
A Dance with Dragons,994,Appendix,N/A,Eleanor Tarly (Mooton),F,A,,Eleanor,Tarly,Mooton,,
A Dance with Dragons,999,Appendix,N/A,Old Tattersalt,M,A,,?,,,Old Tattersalt,
A Dance with Dragons,999,Appendix,N/A,Ser Maynard Holt,M,A,Ser,Maynard,Holt,,,
A Dance with Dragons,999,Appendix,N/A,Russ Barleycorn,M,A,,Russ,Barleycorn,,,
A Dance with Dragons,1005,Appendix,N/A,Ferrego Antaryon,M,A,,Ferrego,Antaryon,,,
A Dance with Dragons,1005,Appendix,N/A,Qarro Volentin,M,A,,Qarro,Volentin,,,
A Dance with Dragons,1005,Appendix,N/A,The Daughter of the Dusk,F,A,,?,,,The Daughter of the Dusk,
A Dance with Dragons,1005,Appendix,N/A,The Nightingale,F,A,,?,,,The Nightingale,
A Dance with Dragons,1008,Appendix,N/A,Chezdhar zo Rhaezn,M,A,,Chezdhar,zo Rhaezn,,,
A Dance with Dragons,1008,Appendix,N/A,Maezon zo Rhaezn,M,A,,Maezon,zo Rhaezn,,,
A Dance with Dragons,1008,Appendix,N/A,Grazdhan zo Rhaezn,M,A,,Grazdhan,zo Rhaezn,,,
A Dance with Dragons,1014,Appendix,N/A,Torman Peake,M,A,,Torman,Peake,,,
A Dance with Dragons,1014,Appendix,N/A,Pykewood Peake,M,A,,Pykewood,Peake,,,
A Dance with Dragons,1014,Appendix,N/A,Caspor Hill,M,A,,Caspor,Hill,,,
A Dance with Dragons,1014,Appendix,N/A,Humfrey Stone,M,A,,Humfrey,Stone,,,
A Dance with Dragons,1014,Appendix,N/A,Will Cole,M,A,,Will,Cole,,,
A Dance with Dragons,1014,Appendix,N/A,Lorimas Mudd,M,A,,Lorimas,Mudd,,,
A Dance with Dragons,1014,Appendix,N/A,Jon Lothston,M,A,,Jon,Lothston,,,
A Dance with Dragons,1014,Appendix,N/A,Duncan Strong,M,A,,Duncan,Strong,,,
A Dance with Dragons,1014,Appendix,N/A,Denys Strong,M,A,,Denys,Strong,,,
A Dance with Dragons,1014,Appendix,N/A,Chains,M,A,,Chains,,,,
A Dance with Dragons,1014,Appendix,N/A,"John Mudd, Young John Mudd",M,A,,John,Mudd,,Young John Mudd,
A Dance with Dragons,1015,Appendix,N/A,Uhlan,M,A,,Uhlan,,,,
The Hedge Knight,575,N/A,Dunk,"Ser Arlan, Of Pennytree",M,H,Ser,Arlan,,,Of Pennytree,
The Hedge Knight,580,N/A,Dunk,Lord Pearse Caron,M,H,Lord,Pearse,Caron,,,
The Hedge Knight,580,N/A,Dunk,Ser Lyonel Baratheon,M,H,Ser,Lyonel,Baratheon,,,
The Hedge Knight,580,N/A,Dunk,"Ser Otho Bracken, The Brute of Bracken",M,H,Ser,Otho,Bracken,,The Brute of Bracken,
The Hedge Knight,580,N/A,Dunk,Lord Quentyn Blackwood,M,H,Lord,Quentyn,Blackwood,,,
The Hedge Knight,583,N/A,Dunk,"Pate, Steely Pate",M,H,,Pate,,,Steely Pate,
The Hedge Knight,588,N/A,Dunk,Plummer,M,H,,Plummer,,,,
The Hedge Knight,590,N/A,Dunk,Lord Ashford,M,H,Lord,?,Ashford,,,
The Hedge Knight,590,N/A,Dunk,Ser Manfred Dondarrion,M,H,Ser,Manfred,Dondarrion,,,
The Hedge Knight,592,N/A,Dunk,"Prince Valarr Targaryen, The Young Prince",M,H,Prince,Valarr,Targaryen,,The Young Prince,
The Hedge Knight,592,N/A,Dunk,"Prince Matarys Targaryen, The Even Younger Prince",M,H,Prince,Matarys,Targaryen,,The Even Younger Prince,
The Hedge Knight,592,N/A,Dunk,Lord Gawen Swann,M,H,Lord,Gawen,Swann,,,
The Hedge Knight,592,N/A,Dunk,Henly,M,H,,Henly,,,,
The Hedge Knight,593,N/A,Dunk,"Ser Roland Crakehall, Of the Kingsguard",M,H,Ser,Roland,Crakehall,,Of the Kingsguard,
The Hedge Knight,593,N/A,Dunk,Lady Ashford,F,H,Lady,?,Ashford,,,
The Hedge Knight,595,N/A,Dunk,"Lord Florent, Blind Lord Florent",M,H,Lord,?,Florent,,Blind Lord Florent,
The Hedge Knight,596,N/A,Dunk,Ser Steffon Fossoway,M,H,Ser,Steffon,Fossoway,,,
The Hedge Knight,596,N/A,Dunk,Ser Grance Morrigen,M,H,Ser,Grance,Morrigen,,,
The Hedge Knight,596,N/A,Dunk,Raymun Fossoway,M,H,,Raymun,Fossoway,,,
The Hedge Knight,600,N/A,Dunk,"Lord Dondarrion, The First Lord Dondarrion",M,H,Lord,?,Dondarrion,,The First Lord Dondarrion,
The Hedge Knight,601,N/A,Dunk,Prince Rhaegel Targaryen,M,H,Prince,Rhaegel,Targaryen,,,
The Hedge Knight,602,N/A,Dunk,"Lord Stokeworth, At Ashford",M,H,Lord,?,Stokeworth,,At Ashford,
The Hedge Knight,602,N/A,Dunk,The Bastard of Harrenhal,M,H,,?,,,The Bastard of Harrenhal,
The Hedge Knight,602,N/A,Dunk,"Lord Damon Lannister, The Grey Lion",M,H,Lord,Damon,Lannister,,The Grey Lion,
The Hedge Knight,603,N/A,Dunk,Lord Baratheon,M,H,Lord,?,Baratheon,,,
The Hedge Knight,606,N/A,Dunk,"Tanselle, Tanselle Too-Tall",F,H,,Tanselle,,,Tanselle Too-Tall,
The Hedge Knight,607,N/A,Dunk,Androw Ashford,M,H,,Androw,Ashford,,,
The Hedge Knight,607,N/A,Dunk,Robert Ashford,M,H,,Robert,Ashford,,,
The Hedge Knight,607,N/A,Dunk,Ser Humfrey Hardyng,M,H,Ser,Humfrey,Hardyng,,,
The Hedge Knight,608,N/A,Dunk,"Lord Arryn, At Ashford",M,H,Lord,?,Arryn,,At Ashford,
The Hedge Knight,608,N/A,Dunk,"Lord Royce, At Ashford",M,H,Lord,?,Royce,,At Ashford,
The Hedge Knight,608,N/A,Dunk,Ser Tybolt Lannister,M,H,Ser,Tybolt,Lannister,,,
The Hedge Knight,608,N/A,Dunk,Lord Medgar Tully,M,H,Lord,Medgar,Tully,,,
The Hedge Knight,608,N/A,Dunk,Ser Abelar Hightower,M,H,Ser,Abelar,Hightower,,,
The Hedge Knight,611,N/A,Dunk,Ser Joseth Mallister,M,H,Ser,Joseth,Mallister,,,
The Hedge Knight,612,N/A,Dunk,Ser Humfrey Beesbury,M,H,Ser,Humfrey,Beesbury,,,
The Hedge Knight,613,N/A,Dunk,Ser Robyn Rhysling,M,H,Ser,Robyn,Rhysling,,,
The Hedge Knight,620,N/A,Dunk,Wate,M,H,,Wate,,,,
The Hedge Knight,622,N/A,Dunk,Yorkel,M,H,,Yorkel,,,,
The Hedge Knight,630,N/A,Dunk,Maester Yormwell,M,H,Maester,Yormwell,,,,
The Sworn Sword,122,N/A,Dunk,"Robin, Black Robin",M,H,,Robin,,,Black Robin,
The Sworn Sword,125,N/A,Dunk,"Ser Eustace Osgrey, Useless",M,H,Ser,Eustace,Osgrey,,Useless,
The Sworn Sword,125,N/A,Dunk,"Ser Bennis, Of the Brown Shield",M,H,Ser,Bennis,,,Of the Brown Shield,
The Sworn Sword,126,N/A,Dunk,"Pate, Pinchbottom Pate",M,H,,Pate,,,Pinchbottom Pate,
The Sworn Sword,129,N/A,Dunk,"Lady Rohanne Webber, The Red Widow",F,H,Lady,Rohanne,Webber,,The Red Widow,
The Sworn Sword,129,N/A,Dunk,"Sam Stoops, Old Sam Stoops",M,H,,Sam,Stoops,,Old Sam Stoops,
The Sworn Sword,129,N/A,Dunk,"Dake, Of Standfast",M,H,,Dake,,,Of Standfast,
The Sworn Sword,130,N/A,Dunk,Maester Cerrick,M,H,Maester,Cerrick,,,,
The Sworn Sword,132,N/A,Dunk,Jorgen,M,H,,Jorgen,,,,
The Sworn Sword,133,N/A,Dunk,"Jeyne, Squinty Jeyne",F,H,,Jeyne,,,Squinty Jeyne,
The Sworn Sword,135,N/A,Dunk,Ser Edwyn Osgrey,M,H,Ser,Edwyn,Osgrey,,,
The Sworn Sword,135,N/A,Dunk,Ser Harrold Osgrey,M,H,Ser,Harrold,Osgrey,,,
The Sworn Sword,135,N/A,Dunk,Addam Osgrey,M,H,,Addam,Osgrey,,,
The Sworn Sword,136,N/A,Dunk,"Ser Wilbert Osgrey, Little Lion",M,H,Ser,Wilbert,Osgrey,,Little Lion,
The Sworn Sword,137,N/A,Dunk,King Lancel IV Lannister,M,H,King,Lancel,Lannister,,,IV
The Sworn Sword,137,N/A,Dunk,King Lancel V Lannister,M,H,King,Lancel,Lannister,,,V
The Sworn Sword,137,N/A,Dunk,King Gyles III Gardener,M,H,King,Gyles,Gardener,,,III
The Sworn Sword,138,N/A,Dunk,Alysanne Osgrey,F,H,,Alysanne,Osgrey,,,
The Sworn Sword,140,N/A,Dunk,Ser Wendell Webber,M,H,Ser,Wendell,Webber,,,
The Sworn Sword,140,N/A,Dunk,Lord Wyman Webber,M,H,Lord,Wyman,Webber,,,
The Sworn Sword,140,N/A,Dunk,Mudge,F,H,,Mudge,,,,
The Sworn Sword,143,N/A,Dunk,"Lem, Of Standfast",M,H,,Lem,,,Of Standfast,
The Sworn Sword,143,N/A,Dunk,"Pate, Of Standfast",M,H,,Pate,,,Of Standfast,
The Sworn Sword,143,N/A,Dunk,"Rob, Big Rob",M,H,,Rob,,,Big Rob,
The Sworn Sword,143,N/A,Dunk,Will Barleycorn,M,H,,Will,Barleycorn,,,
The Sworn Sword,143,N/A,Dunk,Wat Barleycorn,M,H,,Wat,Barleycorn,,,
The Sworn Sword,144,N/A,Dunk,"Will, Treb",M,H,,Will,,,Treb,
The Sworn Sword,145,N/A,Dunk,"Wat, Wet Wat",M,H,,Wat,,,Wet Wat,
The Sworn Sword,148,N/A,Dunk,"Roger, Of Pennytree",M,H,,Roger,,,Of Pennytree,
The Sworn Sword,156,N/A,Dunk,"Lord Perwyn Osgrey, The Proud",M,H,Lord,Perwyn,Osgrey,,The Proud,
The Sworn Sword,156,N/A,Dunk,Lord Ormond Osgrey,M,H,Lord,Ormond,Osgrey,,,
The Sworn Sword,156,N/A,Dunk,Lord Reynard Webber,M,H,Lord,Reynard,Webber,,,
The Sworn Sword,156,N/A,Dunk,"Ser Lucas Inchfield, Longinch",M,H,Ser,Lucas,Inchfield,,Longinch,
The Sworn Sword,158,N/A,Dunk,Lady Cassella Vaith,F,H,Lady,Cassella,Vaith,,,
The Sworn Sword,159,N/A,Dunk,Princess Rhae Targaryen,F,H,Princess,Rhae,Targaryen,,,
The Sworn Sword,159,N/A,Dunk,"Princess Daella Targaryen, Daughter of Maekar I",F,H,Princess,Daella,Targaryen,,Daughter of Maekar I,
The Sworn Sword,163,N/A,Dunk,Lord Hayford,M,H,Lord,?,Hayford,,,
The Sworn Sword,164,N/A,Dunk,Lord Ambrose Butterwell,M,H,Lord,Ambrose,Butterwell,,,
The Sworn Sword,164,N/A,Dunk,Lord Donnel Arryn,M,H,Lord,Donnel,Arryn,,,
The Sworn Sword,164,N/A,Dunk,"Wyl Waynwood, Wild Wyl",M,H,,Wyl,Waynwood,,Wild Wyl,
The Sworn Sword,164,N/A,Dunk,Ser Gwayne Corbray,M,H,Ser,Gwayne,Corbray,,,
The Sworn Sword,170,N/A,Dunk,Septon Sefton,M,H,Septon,Sefton,,,,
The Sworn Sword,173,N/A,Dunk,Lady Helicent Webber,F,H,Lady,Helicent,Webber,,,
The Sworn Sword,178,N/A,Dunk,"Lord Farman, In the Dance of the Dragons",M,H,Lord,?,Farman,,In the Dance of the Dragons,
The Sworn Sword,178,N/A,Dunk,"Lord Bracken, During King Daeron II's reign",M,H,Lord,?,Bracken,,During King Daeron II's reign,
The Sworn Sword,179,N/A,Dunk,"Lord Tully, During King Aerys I's reign",M,H,Lord,?,Tully,,During King Aerys I's reign,
The Sworn Sword,179,N/A,Dunk,Queen Aelinor Targaryen (Penrose),F,H,Queen,Aelinor,Targaryen,Penrose,,
The Sworn Sword,180,N/A,Dunk,Ser Rolland Uffering,M,H,Ser,Rolland,Uffering,,,
The Sworn Sword,180,N/A,Dunk,Ser Simon Staunton,M,H,Ser,Simon,Staunton,,,
The Sworn Sword,181,N/A,Dunk,Ser Cleyton Caswell,M,H,Ser,Cleyton,Caswell,,,
The Sworn Sword,181,N/A,Dunk,Ser Simon Leygood,M,H,Ser,Simon,Leygood,,,
The Sworn Sword,181,N/A,Dunk,Ser Gerold Lannister,M,H,Ser,Gerold,Lannister,,,
The Sworn Sword,199,N/A,Dunk,"Ser Quentyn Ball, Fireball",M,H,Ser,Quentyn,Ball,,Fireball,
The Sworn Sword,200,N/A,Dunk,Manfred Lothston,M,H,,Manfred,Lothston,,,
The Sworn Sword,200,N/A,Dunk,Quickfinger,M,H,,?,,,Quickfinger,
The Sworn Sword,201,N/A,Dunk,Ser Ulrick Dayne,M,H,Ser,Ulrick,Dayne,,,
The Sworn Sword,201,N/A,Dunk,Ser Robb Reyne,M,H,Ser,Robb,Reyne,,,
The Sworn Sword,201,N/A,Dunk,"Ser Gareth, The Grey",M,H,Ser,Gareth,,,The Grey,
The Sworn Sword,201,N/A,Dunk,Ser Aubrey Ambrose,M,H,Ser,Aubrey,Ambrose,,,
The Sworn Sword,201,N/A,Dunk,Lord Gormon Peake,M,H,Lord,Gormon,Peake,,,
The Sworn Sword,201,N/A,Dunk,"Byren Flowers, Black Byren",M,H,,Byren,Flowers,,Black Byren,
The Sworn Sword,201,N/A,Dunk,"Ser Redtusk, Redtusk",M,H,Ser,Redtusk,,,Redtusk,
The Sworn Sword,218,N/A,Dunk,Lord Stackhouse,M,H,Lord,?,Stackhouse,,,
The Sworn Sword,218,N/A,Dunk,Ser Clifford Corklyn,M,H,Ser,Clifford,Corklyn,,,
The Mystery Knight,236,N/A,Dunk,Ferret,M,H,,Ferret,,,,
The Mystery Knight,236,N/A,Dunk,Rafe,M,H,,Rafe,,,,
The Mystery Knight,236,N/A,Dunk,Pudding,M,H,,Pudding,,,,
The Mystery Knight,242,N/A,Dunk,Lord Alyn Cockshaw,M,H,Lord,Alyn,Cockshaw,,,
The Mystery Knight,244,N/A,Dunk,"Daemon II Blackfyre, Ser John the Fiddler, Daemon the Younger",M,H,,Daemon,Blackfyre,,"Ser John the Fiddler, Daemon the Younger",II
The Mystery Knight,249,N/A,Dunk,Ned,M,H,,Ned,,,,
The Mystery Knight,249,N/A,Dunk,Lord Shawney,M,H,Lord,?,Shawney,,,
The Mystery Knight,249,N/A,Dunk,Lord Costayne,M,H,Lord,?,Costayne,,,
The Mystery Knight,251,N/A,Dunk,"Ser Kyle, The Cat of the Misty Moor",M,H,Ser,Kyle,,,The Cat of the Misty Moor,
The Mystery Knight,251,N/A,Dunk,Ser Glendon Ball,M,H,Ser,Glendon,Ball,,,
The Mystery Knight,251,N/A,Dunk,Ser Maynard Plumm,M,H,Ser,Maynard,Plumm,,,
The Mystery Knight,253,N/A,Dunk,Ser Morgan Dunstable,M,H,Ser,Morgan,Dunstable,,,
The Mystery Knight,254,N/A,Dunk,Lord Joffrey Caswell,M,H,Lord,Joffrey,Caswell,,,
The Mystery Knight,257,N/A,Dunk,Lord Armond Caswell,M,H,Lord,Armond,Caswell,,,
The Mystery Knight,259,N/A,Dunk,Maester Melaquin,M,H,Maester,Melaquin,,,,
The Mystery Knight,259,N/A,Dunk,Lord Smallwood,M,H,Lord,?,Smallwood,,,
The Mystery Knight,259,N/A,Dunk,Lady Smallwood,F,H,Lady,?,Smallwood,,,
The Mystery Knight,262,N/A,Dunk,Ser William Wylde,M,H,Ser,William,Wylde,,,
The Mystery Knight,262,N/A,Dunk,"Lord Lefford, During the First Blackfyre Rebellion",M,H,Lord,?,Lefford,,During the First Blackfyre Rebellion,
The Mystery Knight,262,N/A,Dunk,Lady Penrose,F,H,Lady,?,Penrose,,,
The Mystery Knight,263,N/A,Dunk,Ser Kirby Pimm,M,H,Ser,Kirby,Pimm,,,
The Mystery Knight,266,N/A,Dunk,Lord Vyrwell,M,H,Lord,?,Vyrwell,,,
The Mystery Knight,266,N/A,Dunk,"Ser Buford Bulmer, Also named Theomore",M,H,Ser,Buford,Bulmer,,Also named Theomore,
The Mystery Knight,267,N/A,Dunk,Ser Uthor Underleaf,M,H,Ser,Uthor,Underleaf,,,
The Mystery Knight,268,N/A,Dunk,"Lord Frey, Father of Lord Walder Frey",M,H,Lord,?,Frey,,Father of Lord Walder Frey,
The Mystery Knight,268,N/A,Dunk,Lord Risley,M,H,Lord,?,Risley,,,
The Mystery Knight,270,N/A,Dunk,Lord Leo Longthorn,M,H,Lord,Leo,Longthorn,,,
The Mystery Knight,271,N/A,Dunk,Ser Franklyn Frey,M,H,Ser,Franklyn,Frey,,,
The Mystery Knight,271,N/A,Dunk,Ser Lucas Nayland,M,H,Ser,Lucas,Nayland,,,
The Mystery Knight,271,N/A,Dunk,Ser Mortimer Boggs,M,H,Ser,Mortimer,Boggs,,,
The Mystery Knight,271,N/A,Dunk,"Ser Galtry, The Green",M,H,Ser,Galtry,,,The Green,
The Mystery Knight,271,N/A,Dunk,"Ser Tommard Heddle, Black Tom Heddle",M,H,Ser,Tommard,Heddle,,Black Tom Heddle,
The Mystery Knight,274,N/A,Dunk,Lady Vyrwell,F,H,Lady,?,Vyrwell,,,
The Mystery Knight,288,N/A,Dunk,Lord Sunderland,M,H,Lord,?,Sunderland,,,
The Mystery Knight,289,N/A,Dunk,Ser Addam Frey,M,H,Ser,Addam,Frey,,,
The Mystery Knight,289,N/A,Dunk,Ser Mallor,M,H,Ser,Mallor,,,,
The Mystery Knight,289,N/A,Dunk,Cosgrove,M,H,,Cosgrove,,,,
The Mystery Knight,290,N/A,Dunk,Ser Harbert Paege,M,H,Ser,Harbert,Paege,,,
The Mystery Knight,291,N/A,Dunk,"Ser Argrave, The Defiant",M,H,Ser,Argrave,,,The Defiant,
The Mystery Knight,299,N/A,Dunk,Ser Eden Risley,M,H,Ser,Eden,Risley,,,
The Mystery Knight,306,N/A,Dunk,"Will, Ser Uthor's squire",M,H,,Will,,,Ser Uthor's squire,
The Mystery Knight,310,N/A,Dunk,"Jenny, Penny Jenny",F,H,,Jenny,,,Penny Jenny,
The Mystery Knight,316,N/A,Dunk,Ser Clarence Charlton,M,H,Ser,Clarence,Charlton,,,
The Mystery Knight,327,N/A,Dunk,Maester Lothar,M,H,Maester,Lothar,,,,
The Mystery Knight,348,N/A,Dunk,"Lord Mooton, During the Second Blackfyre Rebellion",M,H,Lord,?,Mooton,,During the Second Blackfyre Rebellion,
The Mystery Knight,348,N/A,Dunk,"Lord Blackwood, During the Second Blackfyre Rebellion",M,H,Lord,?,Blackwood,,During the Second Blackfyre Rebellion,
The Mystery Knight,348,N/A,Dunk,"Lord Darklyn, During the Second Blackfyre Rebellion",M,H,Lord,?,Darklyn,,During the Second Blackfyre Rebellion,
The Mystery Knight,355,N/A,Dunk,Haegon Blackfyre,M,H,,Haegon,Blackfyre,,,
The Princess and the Queen,703,N/A,Archmaester Gyldayn,Archmaester Gyldayn,M,H,Archmaester,Gyldayn,,,,
The Princess and the Queen,704,N/A,Archmaester Gyldayn,Queen Alicent Targaryen (Hightower),F,H,Queen,Alicent,Targaryen,Hightower,,
The Princess and the Queen,704,N/A,Archmaester Gyldayn,Ser Rickard Thorne,M,H,Ser,Rickard,Thorne,,,
The Princess and the Queen,704,N/A,Archmaester Gyldayn,Ser Steffon Darklyn,M,H,Ser,Steffon,Darklyn,,,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,Ser Willis Fell,M,H,Ser,Willis,Fell,,,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,Ser Lorent Marbrand,M,H,Ser,Lorent,Marbrand,,,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,Grand Maester Orwyle,M,H,Grand Maester,Orwyle,,,,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,Lord Lyman Beesbury,M,H,Lord,Lyman,Beesbury,,,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,Ser Tyland Lannister,M,H,Ser,Tyland,Lannister,,,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,"Lord Larys Strong, Clubfoot",M,H,Lord,Larys,Strong,,Clubfoot,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,"Lord Jasper Wylde, Ironrod",M,H,Lord,Jasper,Wylde,,Ironrod,
The Princess and the Queen,705,N/A,Archmaester Gyldayn,Septon Eustace,M,H,Septon,Eustace,,,,
The Princess and the Queen,706,N/A,Archmaester Gyldayn,"Prince Baelon Targaryen, Son of Jaehaerys I",M,H,Prince,Baelon,Targaryen,,Son of Jaehaerys I,
The Princess and the Queen,706,N/A,Archmaester Gyldayn,"Princess Rhaenys Velaryon (Targaryen), Daughter of Aemon, The Queen Who Never Was",F,H,Princess,Rhaenys,Velaryon,Targaryen,"Daughter of Aemon, The Queen Who Never Was",
The Princess and the Queen,706,N/A,Archmaester Gyldayn,Prince Daemon Targaryen,M,H,Prince,Daemon,Targaryen,,,
The Princess and the Queen,706,N/A,Archmaester Gyldayn,Princess Helaena Targaryen,F,H,Princess,Helaena,Targaryen,,,
The Princess and the Queen,706,N/A,Archmaester Gyldayn,"Prince Aemond Targaryen, One-Eye",M,H,Prince,Aemond,Targaryen,,One-Eye,
The Princess and the Queen,706,N/A,Archmaester Gyldayn,Ser Laenor Velaryon,M,H,Ser,Laenor,Velaryon,,,
The Princess and the Queen,707,N/A,Archmaester Gyldayn,"Prince Daeron Targaryen, Son of Viserys I",M,H,Prince,Daeron,Targaryen,,Son of Viserys I,
The Princess and the Queen,708,N/A,Archmaester Gyldayn,"Lord Dalton Greyjoy, The Red Kraken",M,H,Lord,Dalton,Greyjoy,,The Red Kraken,
The Princess and the Queen,708,N/A,Archmaester Gyldayn,Lady Laena Velaryon,F,H,Lady,Laena,Velaryon,,,
The Princess and the Queen,708,N/A,Archmaester Gyldayn,"Lord Bar Emmon, Of the Blacks",M,H,Lord,?,Bar Emmon,,Of the Blacks,
The Princess and the Queen,708,N/A,Archmaester Gyldayn,Lord Gormon Massey,M,H,Lord,Gormon,Massey,,,
The Princess and the Queen,708,N/A,Archmaester Gyldayn,Lord Bartimos Celtigar,M,H,Lord,Bartimos,Celtigar,,,
The Princess and the Queen,708,N/A,Archmaester Gyldayn,"Lord Crabb, Of the Blacks",M,H,Lord,?,Crabb,,Of the Blacks,
The Princess and the Queen,708,N/A,Archmaester Gyldayn,"Lord Tarth, The Evenstar",M,H,Lord,?,Tarth,,The Evenstar,
The Princess and the Queen,709,N/A,Archmaester Gyldayn,"Lord Roderick Dustin, Roddy the Ruin",M,H,Lord,Roderick,Dustin,,Roddy the Ruin,
The Princess and the Queen,709,N/A,Archmaester Gyldayn,"Lord Manderly, Of the Blacks",M,H,Lord,?,Manderly,,Of the Blacks,
The Princess and the Queen,709,N/A,Archmaester Gyldayn,"Lady Jeyne Arryn, Maiden of the Vale",F,H,Lady,Jeyne,Arryn,,Maiden of the Vale,
The Princess and the Queen,709,N/A,Archmaester Gyldayn,Lord Boremund Baratheon,M,H,Lord,Boremund,Baratheon,,,
The Princess and the Queen,709,N/A,Archmaester Gyldayn,Lord Borros Baratheon,M,H,Lord,Borros,Baratheon,,,
The Princess and the Queen,711,N/A,Archmaester Gyldayn,"Visenya Targaryen, Daughter of Rhaenyra",F,H,,Visenya,Targaryen,,Daughter of Rhaenyra,
The Princess and the Queen,711,N/A,Archmaester Gyldayn,"Prince Lucerys Velaryon, Little Luke Strong/Luke",M,H,Prince,Lucerys,Velaryon,,Little Luke Strong/Luke,
The Princess and the Queen,711,N/A,Archmaester Gyldayn,"Prince Joffrey Velaryon, Joff",M,H,Prince,Joffrey,Velaryon,,Joff,
The Princess and the Queen,711,N/A,Archmaester Gyldayn,"Lord Staunton, Of the Blacks",M,H,Lord,?,Staunton,,Of the Blacks,
The Princess and the Queen,711,N/A,Archmaester Gyldayn,"Lord Darklyn, Of the Blacks",M,H,Lord,?,Darklyn,,Of the Blacks,
The Princess and the Queen,711,N/A,Archmaester Gyldayn,Lord Corlys Velaryon,M,H,Lord,Corlys,Velaryon,,,
The Princess and the Queen,713,N/A,Archmaester Gyldayn,Prince Maelor Targaryen,M,H,Prince,Maelor,Targaryen,,,
The Princess and the Queen,713,N/A,Archmaester Gyldayn,Lady Baela Targaryen,F,H,Lady,Baela,Targaryen,,,
The Princess and the Queen,713,N/A,Archmaester Gyldayn,"Princess Rhaena Targaryen, The Black Bride",F,H,Princess,Rhaena,Targaryen,,The Black Bride,
The Princess and the Queen,714,N/A,Archmaester Gyldayn,"Lord Tyrell, During the Dance",M,H,Lord,?,Tyrell,,During the Dance,
The Princess and the Queen,717,N/A,Archmaester Gyldayn,Ser Gwayne Hightower,M,H,Ser,Gwayne,Hightower,,,
The Princess and the Queen,718,N/A,Archmaester Gyldayn,Ser Simon Strong,M,H,Ser,Simon,Strong,,,
The Princess and the Queen,718,N/A,Archmaester Gyldayn,"Lord Borrell, Of the Blacks",M,H,Lord,?,Borrell,,Of the Blacks,
The Princess and the Queen,719,N/A,Archmaester Gyldayn,"Lady Rhaena Targaryen, Rhaena of Pentos",F,H,Lady,Rhaena,Targaryen,,Rhaena of Pentos,
The Princess and the Queen,721,N/A,Archmaester Gyldayn,Blood,M,H,,?,,,Blood,
The Princess and the Queen,721,N/A,Archmaester Gyldayn,Cheese,M,H,,?,,,Cheese,
The Princess and the Queen,721,N/A,Archmaester Gyldayn,"Prince Jaehaerys Targaryen, Son of Aegon II",M,H,Prince,Jaehaerys,Targaryen,,Son of Aegon II,
The Princess and the Queen,721,N/A,Archmaester Gyldayn,Princess Jaehaera Targaryen,F,H,Princess,Jaehaera,Targaryen,,,
The Princess and the Queen,722,N/A,Archmaester Gyldayn,Lord Owen Costayne,M,H,Lord,Owen,Costayne,,,
The Princess and the Queen,722,N/A,Archmaester Gyldayn,"Lord Mullendore, Of the Blacks",M,H,Lord,?,Mullendore,,Of the Blacks,
The Princess and the Queen,722,N/A,Archmaester Gyldayn,Lord Alan Tarly,M,H,Lord,Alan,Tarly,,,
The Princess and the Queen,722,N/A,Archmaester Gyldayn,Lord Thaddeus Rowan,M,H,Lord,Thaddeus,Rowan,,,
The Princess and the Queen,722,N/A,Archmaester Gyldayn,"Lord Grimm, Of the Blacks",M,H,Lord,?,Grimm,,Of the Blacks,
The Princess and the Queen,725,N/A,Archmaester Gyldayn,Lady Jocelyn Targaryen (Baratheon),F,H,Lady,Jocelyn,Targaryen,Baratheon,,
